,disasterNumber,obligationAmount,state,incidentType,declarationTitle,incidentBeginDate,lat,lon,incidentDate,incidentTime
0,3345,904490.1400000002,WV,Severe Storms,SEVERE STORMS,2012-06-29T22:30:00.000Z,39.4535243,-78.0395522,2012-06-29,22:30:00.000Z
1,3346,842464.67,OH,Severe Storms,SEVERE STORMS,2012-06-29T22:00:00.000Z,38.8398935,-83.5051704,2012-06-29,22:00:00.000Z
2,3347,1409793.9200000009,LA,Hurricane,TROPICAL STORM ISAAC,2012-08-26T00:00:00.000Z,30.2116442,-90.9186104,2012-08-26,00:00:00.000Z
3,3348,253189.73000000004,MS,Hurricane,TROPICAL STORM ISAAC,2012-08-26T00:00:00.000Z,33.0777868,-89.5680661,2012-08-26,00:00:00.000Z
4,3349,0.0,MD,Hurricane,HURRICANE SANDY,2012-10-26T15:36:00.000Z,38.5288529,-76.537764,2012-10-26,15:36:00.000Z
5,3350,524921.7400000001,MA,Hurricane,HURRICANE SANDY,2012-10-27T00:00:00.000Z,42.3999954,-73.2322639,2012-10-27,00:00:00.000Z
6,3351,522817.7499999998,NY,Hurricane,HURRICANE SANDY,2012-10-27T00:00:00.000Z,42.5986896,-73.9843997,2012-10-27,00:00:00.000Z
7,3353,1341246.6900000004,CT,Hurricane,HURRICANE SANDY,2012-10-27T00:00:00.000Z,41.8208345,-72.0051201,2012-10-27,00:00:00.000Z
8,3354,73340.33999999985,NJ,Hurricane,HURRICANE SANDY,2012-10-26T09:00:00.000Z,39.5143268,-74.6632883,2012-10-26,09:00:00.000Z
9,3355,9919.83,RI,Hurricane,HURRICANE SANDY,2012-10-26T00:00:00.000Z,41.7034082,-71.2844401,2012-10-26,00:00:00.000Z
10,3356,1992534.1600000001,PA,Hurricane,HURRICANE SANDY,2012-10-26T15:36:17.000Z,39.8708972,-77.2395963,2012-10-26,15:36:17.000Z
11,3357,1947.8300000000054,DE,Hurricane,HURRICANE SANDY,2012-10-27T00:00:00.000Z,39.6159851,-75.662956,2012-10-27,00:00:00.000Z
12,3358,1266394.92,WV,Hurricane,HURRICANE SANDY,2012-10-29T15:36:00.000Z,39.1218129,-80.0135627,2012-10-29,15:36:00.000Z
13,3359,0.0,VA,Hurricane,HURRICANE SANDY,2012-10-26T15:36:00.000Z,37.573430099999996,-77.00691528741794,2012-10-26,15:36:00.000Z
16,3364,74585.50000000001,ND,Flood,FLOODING,2013-04-22T15:00:00.000Z,46.9241972,-97.220631,2013-04-22,15:00:00.000Z
17,3365,593304.0799999998,CO,Flood,"SEVERE STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES",2013-09-11T20:00:00.000Z,39.8714085,-104.2701374,2013-09-11,20:00:00.000Z
19,3367,398791.32,PA,Severe Ice Storm,SEVERE WINTER STORM,2014-02-04T11:00:00.000Z,40.3451668,-75.1263909,2014-02-04,11:00:00.000Z
20,3368,689725.15,GA,Severe Ice Storm,SEVERE WINTER STORM,2014-02-10T00:00:00.000Z,33.0869398,-83.2633216,2014-02-10,00:00:00.000Z
21,3369,75552.74,SC,Severe Ice Storm,SEVERE WINTER STORM,2014-02-10T12:00:00.000Z,34.2264946,-82.4364036,2014-02-10,12:00:00.000Z
22,3370,778780.26,WA,Mud/Landslide,FLOODING AND MUDSLIDES,2014-03-22T10:37:00.000Z,48.0074736,-121.7304882,2014-03-22,10:37:00.000Z
23,3371,34610.01999999999,WA,Fire,WILDFIRES,2014-07-09T03:00:00.000Z,47.8012197,-120.6276904,2014-07-09,03:00:00.000Z
24,3372,519332.82999999996,WA,Fire,WILDFIRES,2015-08-13T00:00:00.000Z,47.90150735,-118.00646248046141,2015-08-13,00:00:00.000Z
25,3373,90527.50000000001,SC,Severe Storms,SEVERE STORMS AND FLOODING,2015-10-01T00:01:00.000Z,34.90524785,-80.8864620074782,2015-10-01,00:01:00.000Z
26,3374,3305732.2499999995,MO,Flood,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS,  AND FLOODING",2015-12-22T12:00:00.000Z,39.2226625,-91.8467268,2015-12-22,12:00:00.000Z
27,3377,3728661.3899999997,FL,Hurricane,HURRICANE MATTHEW,2016-10-03T12:00:00.000Z,30.3143459,-82.2847163,2016-10-03,12:00:00.000Z
28,3378,321863.94999999995,SC,Hurricane,HURRICANE MATTHEW,2016-10-04T12:00:00.000Z,34.90524785,-80.8864620074782,2016-10-04,12:00:00.000Z
29,3379,312207.10000000015,GA,Hurricane,HURRICANE MATTHEW,2016-10-04T12:00:01.000Z,31.7771435,-82.2996274,2016-10-04,12:00:01.000Z
30,3380,1376877.53,NC,Hurricane,HURRICANE MATTHEW,2016-10-04T12:00:00.000Z,36.04728285,-79.40037521708493,2016-10-04,12:00:00.000Z
32,3382,84896.38000000002,LA,Hurricane,TROPICAL STORM HARVEY,2017-08-27T08:09:00.000Z,30.2740735,-92.3957036,2017-08-27,08:09:00.000Z
33,3385,0.0,FL,Hurricane,HURRICANE IRMA,2017-09-04T21:00:00.000Z,29.675568,-82.3640109,2017-09-04,21:00:00.000Z
34,3386,37913.27000000003,SC,Hurricane,HURRICANE IRMA,2017-09-06T09:00:00.000Z,34.90524785,-80.8864620074782,2017-09-06,09:00:00.000Z
35,3387,0.0,GA,Hurricane,HURRICANE IRMA,2017-09-07T09:00:00.000Z,31.7771435,-82.2996274,2017-09-07,09:00:00.000Z
36,3388,0.0,FL,Hurricane,HURRICANE IRMA,2017-09-04T09:00:00.000Z,39.0052789,-76.9220657,2017-09-04,09:00:00.000Z
37,3389,0.0,AL,Hurricane,HURRICANE IRMA,2017-09-08T09:00:00.000Z,30.5677527,-87.7324392,2017-09-08,09:00:00.000Z
38,3392,50715.37999999999,LA,Hurricane,TROPICAL STORM NATE,2017-10-05T15:34:00.000Z,29.9185432,-91.0533996,2017-10-05,15:34:00.000Z
39,3396,77225.29999999999,CA,Fire,WILDFIRES,2017-12-04T18:00:00.000Z,34.3155072,-118.2096814,2017-12-04,18:00:00.000Z
40,3398,42664.259999999995,CA,Fire,WILDFIRE,2018-07-23T16:20:00.000Z,40.7965121,-121.9979194,2018-07-23,16:20:00.000Z
41,3399,1764347.4800000007,HI,Hurricane,HURRICANE LANE,2018-08-22T11:00:00.000Z,19.58955475,-155.44869830348483,2018-08-22,11:00:00.000Z
42,3400,0.0,SC,Hurricane,HURRICANE FLORENCE,2018-09-08T00:01:00.000Z,34.90524785,-80.8864620074782,2018-09-08,00:01:00.000Z
43,3401,5222.480000000447,NC,Hurricane,HURRICANE FLORENCE,2018-09-07T00:01:00.000Z,35.3205732,-83.80863175050891,2018-09-07,00:01:00.000Z
44,3403,1447572.950000002,VA,Hurricane,HURRICANE FLORENCE,2018-09-13T00:01:00.000Z,37.7422207,-75.6743538,2018-09-13,00:01:00.000Z
45,3404,0.0,HI,Hurricane,TROPICAL STORM OLIVIA,2018-09-09T15:30:00.000Z,19.58955475,-155.44869830348483,2018-09-09,15:30:00.000Z
46,3405,63619.72999999978,FL,Hurricane,HURRICANE MICHAEL,2018-10-07T08:38:00.000Z,29.675568,-82.3640109,2018-10-07,08:38:00.000Z
47,3406,877144.7099999981,GA,Hurricane,HURRICANE MICHAEL,2018-10-09T08:38:00.000Z,31.7771435,-82.2996274,2018-10-09,08:38:00.000Z
48,3409,14401.300000000017,CA,Fire,WILDFIRES,2018-11-08T00:00:00.000Z,39.6519275,-121.5858444,2018-11-08,00:00:00.000Z
49,3410,23332.420000000006,AK,Earthquake,EARTHQUAKE,2018-11-30T00:00:00.000Z,57.047455,-135.3809724,2018-11-30,00:00:00.000Z
50,3411,2525.88,OK,Flood,FLOODING,2019-05-07T00:01:00.000Z,35.2084387,-95.1115771,2019-05-07,00:01:00.000Z
51,3412,69710.70000000003,KS,Severe Storms,TORNADOES AND FLOODING,2019-05-09T00:00:00.000Z,37.77924,-96.8456342,2019-05-09,00:00:00.000Z
52,3414,0.0,AR,Flood,SEVERE STORMS AND FLOODING,2019-05-21T08:00:00.000Z,34.2902454,-91.3598511,2019-05-21,08:00:00.000Z
53,3415,64018.4,CA,Earthquake,EARTHQUAKES,2019-07-04T20:19:00.000Z,34.8253019,-116.0833144,2019-07-04,20:19:00.000Z
54,3416,296370.82999999967,LA,Coastal Storm,TROPICAL STORM BARRY,2019-07-10T00:00:00.000Z,30.2740735,-92.3957036,2019-07-10,00:00:00.000Z
55,3419,1202632.75,FL,Hurricane,HURRICANE DORIAN,2019-08-28T08:00:00.000Z,30.3143459,-82.2847163,2019-08-28,08:00:00.000Z
56,3421,41009.58999999994,SC,Hurricane,HURRICANE DORIAN,2019-08-31T08:00:00.000Z,34.90524785,-80.8864620074782,2019-08-31,08:00:00.000Z
57,3422,20169.87999999989,GA,Hurricane,HURRICANE DORIAN,2019-08-29T08:00:00.000Z,31.1928547,-81.9943569,2019-08-29,08:00:00.000Z
58,3423,186774.69,NC,Hurricane,HURRICANE DORIAN,2019-09-01T08:00:00.000Z,36.04728285,-79.40037521708493,2019-09-01,08:00:00.000Z
82,3527,10376.09,LA,Coastal Storm,TROPICAL STORM CRISTOBAL,2020-06-05T08:00:00.000Z,30.2740735,-92.3957036,2020-06-05,08:00:00.000Z
83,3529,443989.31000000006,HI,Hurricane,HURRICANE DOUGLAS,2020-07-23T16:27:00.000Z,19.58955475,-155.44869830348483,2020-07-23,16:27:00.000Z
84,3530,23168.72,TX,Hurricane,HURRICANE HANNA,2020-07-25T08:00:00.000Z,28.1987876,-96.947708,2020-07-25,08:00:00.000Z
85,3535,1524483.0499999998,CT,Hurricane,TROPICAL STORM ISAIAS,2020-08-04T21:46:00.000Z,41.486675649999995,-71.95006183718445,2020-08-04,21:46:00.000Z
87,3538,14601.169999999955,LA,Hurricane,TROPICAL STORMS LAURA  AND MARCO,2020-08-22T00:00:00.000Z,30.2740735,-92.3957036,2020-08-22,00:00:00.000Z
88,3540,9709661.16,TX,Hurricane,TROPICAL STORMS MARCO AND LAURA,2020-08-23T08:00:00.000Z,31.7819242,-95.6258199,2020-08-23,08:00:00.000Z
89,3542,2262.640000000072,OR,Fire,WILDFIRES,2020-09-08T12:01:00.000Z,45.1608821,-122.2305038,2020-09-08,12:01:00.000Z
90,3543,591571.7700000001,LA,Hurricane,HURRICANE SALLY,2020-09-13T09:25:44.000Z,30.2740735,-92.3957036,2020-09-13,09:25:44.000Z
91,3545,0.0,AL,Hurricane,HURRICANE SALLY,2020-09-14T09:25:00.000Z,32.5165255,-86.6319403,2020-09-14,09:25:00.000Z
92,3546,0.0,FL,Hurricane,HURRICANE SALLY,2020-09-14T09:25:00.000Z,30.2481693,-85.6593633,2020-09-14,09:25:00.000Z
93,3547,8590.02999999933,LA,Hurricane,HURRICANE DELTA,2020-10-06T08:00:00.000Z,30.2740735,-92.3957036,2020-10-06,08:00:00.000Z
94,3549,280939.45,LA,Hurricane,TROPICAL STORM ZETA,2020-10-26T08:00:00.000Z,30.2740735,-92.3957036,2020-10-26,08:00:00.000Z
95,3550,2.1827872842550278e-11,MS,Hurricane,HURRICANE ZETA,2020-10-27T08:00:00.000Z,32.0396256,-88.7003965,2020-10-27,08:00:00.000Z
96,3554,0.0,TX,Severe Ice Storm,SEVERE WINTER STORM,2021-02-11T11:25:28.000Z,31.7819242,-95.6258199,2021-02-11,11:25:28.000Z
98,4052,94981.52,AL,Severe Storms,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS,  AND FLOODING",2012-01-22T00:00:00.000Z,32.8522565,-86.7032845,2012-01-22,00:00:00.000Z
99,4055,84833.77,OR,Flood,"SEVERE WINTER STORM,  FLOODING,  LANDSLIDES,  AND MUDSLIDES",2012-01-17T00:00:00.000Z,44.494937,-123.4065679,2012-01-17,00:00:00.000Z
100,4056,41114.91,WA,Severe Storms,"SEVERE WINTER STORM,  FLOODING,  LANDSLIDES,  AND MUDSLIDES",2012-01-14T00:00:01.000Z,47.9998383,-123.7373472,2012-01-14,00:00:01.000Z
101,4057,46008.880000000005,KY,Severe Storms,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS AND FLOODING",2012-02-29T10:53:11.000Z,37.0954558,-85.289922,2012-02-29,10:53:11.000Z
102,4058,32235.82,IN,Severe Storms,"SEVERE STORMS,  STRAIGHT-LINE WINDS,  AND TORNADOES",2012-02-29T15:02:00.000Z,38.0906065,-87.2758933,2012-02-29,15:02:00.000Z
103,4059,46025.16,WV,Severe Storms,"SEVERE STORMS,  TORNADOES,  FLOODING,  MUDSLIDES,  AND LANDSLIDES",2012-02-29T17:30:00.000Z,39.2632436,-80.7299566,2012-02-29,17:30:00.000Z
104,4060,3970.87,TN,Severe Storms,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS AND",2012-02-29T10:53:11.000Z,35.1694469,-84.855938,2012-02-29,10:53:11.000Z
105,4061,23517.72,WV,Severe Storms,"SEVERE STORMS,  FLOODING,  MUDSLIDES,  AND LANSLIDES",2012-03-15T11:30:57.000Z,37.8024603,-81.9284776,2012-03-15,11:30:57.000Z
106,4063,6603.17,KS,Severe Storms,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS,  AND FLOODING",2012-04-14T15:19:53.000Z,37.8684743,-99.3245584,2012-04-14,15:19:53.000Z
107,4067,9274.849999999997,CO,Fire,HIGH PARK AND WALDO CANYON WILDFIRES,2012-06-09T18:30:00.000Z,38.889575,-105.1797307,2012-06-09,18:30:00.000Z
108,4068,15134.03,FL,Severe Storms,TROPICAL STORM DEBBY,2012-06-23T21:29:00.000Z,26.9013269,-81.9156799,2012-06-23,21:29:00.000Z
109,4069,23185.739999999994,MN,Severe Storms,SEVERE STORMS AND FLOODING,2012-06-14T00:00:00.000Z,46.5714822,-93.3847595,2012-06-14,00:00:00.000Z
110,4071,98533.83,WV,Severe Storms,SEVERE STORMS AND STRAIGHT-LINE WINDS,2012-06-29T22:30:00.000Z,39.1218129,-80.0135627,2012-06-29,22:30:00.000Z
111,4072,11216.55,VA,Severe Storms,SEVERE STORMS AND STRAIGHT-LINE WINDS,2012-06-29T00:00:00.000Z,38.4167265,-77.4579783,2012-06-29,00:00:00.000Z
112,4076,7513.57,WI,Severe Storms,SEVERE STORMS AND FLOODING,2012-06-19T00:00:00.000Z,46.2062319,-90.6802594,2012-06-19,00:00:00.000Z
113,4077,227737.81999999998,OH,Severe Storms,SEVERE STORMS AND STRAIGHT-LINE WINDS,2012-06-29T22:00:00.000Z,38.8398935,-83.5051704,2012-06-29,22:00:00.000Z
114,4078,25036.25,OK,Fire,FREEDOM AND NOBLE WILDFIRES,2012-08-03T00:00:00.000Z,35.2301869,-97.3109151,2012-08-03,00:00:00.000Z
115,4080,7984956.089999997,LA,Hurricane,HURRICANE ISAAC,2012-08-26T00:00:00.000Z,30.2740735,-92.3957036,2012-08-26,00:00:00.000Z
116,4081,1179520.78,MS,Hurricane,HURRICANE ISAAC,2012-08-26T00:00:00.000Z,33.0777868,-89.5680661,2012-08-26,00:00:00.000Z
117,4084,2720.7999999999993,FL,Hurricane,HURRICANE ISAAC,2012-08-27T00:00:00.000Z,30.2481693,-85.6593633,2012-08-27,00:00:00.000Z
118,4085,380175318.5099999,NY,Hurricane,HURRICANE SANDY,2012-10-27T12:41:00.000Z,40.64530975,-73.9550230275334,2012-10-27,12:41:00.000Z
119,4086,76936959.80000001,NJ,Hurricane,HURRICANE SANDY,2012-10-26T12:41:54.000Z,39.5143268,-74.6632883,2012-10-26,12:41:54.000Z
120,4087,1286508.15,CT,Hurricane,HURRICANE SANDY,2012-10-27T00:00:00.000Z,41.818446,-72.3562252,2012-10-27,00:00:00.000Z
121,4089,133425.91999999998,RI,Hurricane,HURRICANE SANDY,2012-10-26T15:36:00.000Z,41.7034082,-71.2844401,2012-10-26,15:36:00.000Z
122,4090,0.0,DE,Hurricane,HURRICANE SANDY,2012-10-27T00:00:00.000Z,39.1156594,-75.484116,2012-10-27,00:00:00.000Z
123,4091,2189.7,MD,Hurricane,HURRICANE SANDY,2012-10-26T00:00:00.000Z,39.6572451,-78.6550628,2012-10-26,00:00:00.000Z
124,4092,252.3800000000001,VA,Hurricane,HURRICANE SANDY,2012-10-26T00:00:00.000Z,38.8769326,-77.0893094,2012-10-26,00:00:00.000Z
125,4093,2295821.51,WV,Hurricane,HURRICANE SANDY,2012-10-29T15:36:17.000Z,39.1218129,-80.0135627,2012-10-29,15:36:17.000Z
126,4094,1846.87,AK,Severe Storms,"SEVERE STORM,  STRAIGHT-LINE WINDS,  FLOODING,  AND LANDSLIDES",2012-09-15T16:00:00.000Z,63.878678,-149.650166,2012-09-15,16:00:00.000Z
127,4098,152115.1,OH,Hurricane,SEVERE STORMS AND FLOODING DUE TO THE REMNANTS OF HURRICANE SANDY,2012-10-29T00:00:00.000Z,41.7167229,-80.74947,2012-10-29,00:00:00.000Z
128,4101,6740.0599999999995,MS,Severe Storms,"SEVERE STORMS,  TORNADOES,  AND FLOODING",2013-02-10T10:00:00.000Z,31.2049136,-88.6429687,2013-02-10,10:00:00.000Z
129,4102,53.34999999999991,LA,Severe Storms,SEVERE STORMS AND FLOODING,2013-01-08T00:00:00.000Z,30.2740735,-92.3957036,2013-01-08,00:00:00.000Z
130,4105,22788.670000000002,NH,Severe Storms,SEVERE WINTER STORM AND SNOWSTORM,2013-02-08T00:00:00.000Z,43.5218848,-71.4530581,2013-02-08,00:00:00.000Z
131,4106,15267.199999999997,CT,Severe Storms,SEVERE WINTER STORM AND SNOWSTORM,2013-02-08T00:00:00.000Z,41.486675649999995,-71.95006183718445,2013-02-08,00:00:00.000Z
132,4107,2349.6,RI,Severe Storms,SEVERE WINTER STORM AND SNOWSTORM,2013-02-08T00:00:00.000Z,41.7034082,-71.2844401,2013-02-08,00:00:00.000Z
133,4113,387650.63000000006,MN,Severe Storms,SEVERE WINTER STORM,2013-04-09T00:00:00.000Z,44.019068,-95.1658845,2013-04-09,00:00:00.000Z
134,4115,26177.280000000002,SD,Severe Storms,SEVERE WINTER STORM AND SNOWSTORM,2013-04-08T00:01:00.000Z,43.3271413,-97.7396791,2013-04-08,00:01:00.000Z
135,4116,180637.23000000004,IL,Flood,"SEVERE STORMS,  STRAIGHT-LINE WINDS,  AND FLOODING",2013-04-16T09:37:00.000Z,42.0647352,-89.9556785,2013-04-16,09:37:00.000Z
136,4117,1658323.3600000003,OK,Tornado,"SEVERE STORMS,  TORNADOES,  AND FLOODING",2013-05-18T17:57:00.000Z,35.2084387,-95.1115771,2013-05-18,17:57:00.000Z
137,4119,105969.98,IA,Flood,"SEVERE STORMS,  STRAIGHT-LINE WINDS,  AND FLOODING",2013-04-17T07:00:00.000Z,40.7455904,-92.8649061,2013-04-17,07:00:00.000Z
138,4121,1170245.23,MI,Flood,FLOODING,2013-04-16T14:08:00.000Z,42.5867203,-85.8861492,2013-04-16,14:08:00.000Z
139,4124,7815.67,AR,Severe Storms,"SEVERE STORMS,  TORNADOES,  AND FLOODING",2013-05-30T00:00:00.000Z,35.5298937,-92.0312818,2013-05-30,00:00:00.000Z
140,4125,6298.040000000001,SD,Severe Storms,"SEVERE STORMS,  TORNADO,  AND FLOODING",2013-05-24T00:01:00.000Z,43.1854085,-101.655263,2013-05-24,00:01:00.000Z
141,4126,1108201.32,IA,Severe Storms,"SEVERE STORMS,  TORNADOES,  AND FLOODING",2013-05-19T00:00:00.000Z,40.7455904,-92.8649061,2013-05-19,00:00:00.000Z
142,4127,78.23999999999978,MT,Flood,FLOODING,2013-05-19T00:01:00.000Z,48.3199785,-105.51536422538582,2013-05-19,00:01:00.000Z
143,4129,959466.4199999999,NY,Flood,SEVERE STORMS AND FLOODING,2013-06-26T12:45:00.000Z,42.2446061,-78.0419281,2013-06-26,12:45:00.000Z
144,4130,22339.95,MO,Severe Storms,"SEVERE STORMS,  STRAIGHT-LINE WINDS,  TORNADOES,  AND FLOODING",2013-05-29T10:18:38.000Z,37.5040024,-94.3620755,2013-05-29,10:18:38.000Z
145,4131,1164778.5400000003,MN,Severe Storms,"SEVERE STORMS,  STRAIGHT-LINE WINDS,  AND FLOODING",2013-06-20T01:00:00.000Z,45.385266,-96.3557364,2013-06-20,01:00:00.000Z
147,4137,0.0,SD,Severe Storms,"SEVERE STORMS,  TORNADOES,  AND FLOODING",2013-06-19T00:01:00.000Z,44.4157764,-98.2751583,2013-06-19,00:01:00.000Z
148,4141,227933.33999999997,WI,Severe Storms,"SEVERE STORMS,  FLOODING,  AND MUDSLIDES",2013-06-20T00:00:00.000Z,46.2062319,-90.6802594,2013-06-20,00:00:00.000Z
149,4145,9053099.45,CO,Flood,"SEVERE STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES",2013-09-11T20:00:00.000Z,38.3394806,-103.8263042,2013-09-11,20:00:00.000Z
150,4146,263050.58999999997,NC,Flood,"SEVERE STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES",2013-07-03T00:00:00.000Z,35.3205732,-83.80863175050891,2013-07-03,00:00:00.000Z
151,4148,0.0,NM,Severe Storms,SEVERE STORMS AND FLOODING,2013-07-23T00:00:00.000Z,35.0349239,-106.6870693,2013-07-23,00:00:00.000Z
152,4149,3107.7300000000005,PA,Severe Storms,"SEVERE STORMS,  TORNADOES,  AND FLOODING",2013-06-26T00:00:00.000Z,40.9381735,-77.7865722,2013-06-26,00:00:00.000Z
153,4150,10947.32,KS,Severe Storms,"SEVERE STORMS,  STRAIGHT-LINE WINDS,  TORNADOES,  AND FLOODING",2013-07-22T12:00:00.000Z,37.2113342,-98.7033263,2013-07-22,12:00:00.000Z
154,4154,0.0,ND,Severe Storms,SEVERE WINTER STORM,2013-10-04T00:00:00.000Z,46.073286,-102.5315028,2013-10-04,00:00:00.000Z
155,4155,25909.690000000002,SD,Severe Storms,"SEVERE WINTER STORM,  SNOWSTORM,  AND FLOODING",2013-10-03T00:00:00.000Z,44.9121731,-103.5267067,2013-10-03,00:00:00.000Z
156,4157,2723.09,IL,Tornado,"SEVERE STORMS,  STRAIGHT-LINE WINDS,  AND TORNADOES",2013-11-17T00:01:00.000Z,40.1346857,-88.1975558,2013-11-17,00:01:00.000Z
157,4159,133625.85,TX,Severe Storms,SEVERE STORMS AND FLOODING,2013-10-30T00:00:00.000Z,29.8298971,-97.5959641,2013-10-30,00:00:00.000Z
158,4160,113021.52,AR,Severe Ice Storm,SEVERE WINTER STORM,2013-12-05T00:00:00.000Z,35.5803044,-94.2684622,2013-12-05,00:00:00.000Z
159,4162,0.0,AK,Severe Storms,"SEVERE STORMS,  STRAIGHT-LINE WINDS,  AND FLOODING",2013-11-05T00:01:00.000Z,64.8649039,-146.7751619,2013-11-05,00:01:00.000Z
160,4163,0.0,VT,Severe Ice Storm,SEVERE WINTER STORMS,2013-12-20T00:00:00.000Z,44.46383305,-72.1083608591196,2013-12-20,00:00:00.000Z
161,4164,-2.2737367544323206e-13,OK,Severe Storms,SEVERE WINTER STORM,2013-12-05T00:00:00.000Z,34.0246234,-95.52055,2013-12-05,00:00:00.000Z
162,4165,2239.68,GA,Severe Ice Storm,SEVERE WINTER STORM,2014-02-10T12:00:00.000Z,33.0869398,-83.2633216,2014-02-10,12:00:00.000Z
163,4166,2451574.6399999997,SC,Severe Ice Storm,SEVERE WINTER STORM,2014-02-10T12:00:00.000Z,33.5723191,-81.6182086,2014-02-10,12:00:00.000Z
164,4168,3190934.26,WA,Mud/Landslide,FLOODING AND MUDSLIDES,2014-03-22T10:37:00.000Z,48.071385500000005,-122.26486740245815,2014-03-22,10:37:00.000Z
165,4174,308420.77,AR,Severe Storms,"SEVERE STORMS, TORNADOES,  AND FLOODING",2014-04-27T00:00:00.000Z,36.3609902,-90.4087659,2014-04-27,00:00:00.000Z
166,4175,425341.49,MS,Severe Storms,"SEVERE STORMS,  TORNADOES,  AND FLOODING",2014-04-28T00:01:00.000Z,32.3882835,-89.1317486,2014-04-28,00:01:00.000Z
167,4176,118839.08,AL,Severe Storms,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS,  AND FLOODING",2014-04-28T00:01:00.000Z,32.09929,-85.7091657,2014-04-28,00:01:00.000Z
168,4177,5402.12,FL,Severe Storms,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS,  AND FLOODING",2014-04-28T00:01:00.000Z,30.2481693,-85.6593633,2014-04-28,00:01:00.000Z
169,4179,233712.15,NE,Tornado,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS,  AND FLOODING",2014-05-11T00:00:00.000Z,40.5020772,-98.0695257,2014-05-11,00:00:00.000Z
170,4180,2518.01,NY,Severe Storms,SEVERE STORMS AND FLOODING,2014-05-13T00:00:00.000Z,42.2446061,-78.0419281,2014-05-13,00:00:00.000Z
171,4181,3542.5,IA,Severe Storms,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS,  AND FLOODING",2014-06-03T12:00:00.000Z,41.0152092,-93.7842976,2014-06-03,12:00:00.000Z
172,4182,1949.9499999999998,MN,Flood,"SEVERE STORMS,  STRAIGHT-LINE WINDS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES",2014-06-11T01:00:00.000Z,44.63301945,-92.65162756208724,2014-06-11,01:00:00.000Z
173,4183,77921.73000000001,NE,Severe Storms,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS,  AND FLOODING",2014-06-14T16:00:00.000Z,42.5947161,-97.2399373,2014-06-14,16:00:00.000Z
174,4186,48765.68,SD,Flood,"SEVERE STORMS,  TORNADOES,  AND FLOODING",2014-06-13T16:19:00.000Z,44.9121731,-103.5267067,2014-06-13,16:19:00.000Z
175,4188,82404.84,WA,Fire,WILDFIRES,2014-07-09T00:01:00.000Z,47.1057471,-120.5849305,2014-07-09,00:01:00.000Z
176,4189,154605.1,TN,Severe Storms,"SEVERE STORMS,  TORNADOES,  STRAIGHT-LINE WINDS,  AND FLOODING",2014-06-05T12:00:01.000Z,36.1063226,-84.1849939,2014-06-05,12:00:01.000Z
177,4190,6202.280000000001,ND,Flood,SEVERE STORMS AND FLOODING,2014-06-25T00:00:00.000Z,48.0191362,-99.403103,2014-06-25,00:00:00.000Z
178,4195,468692.35,MI,Flood,SEVERE STORMS AND FLOODING,2014-08-11T08:00:00.000Z,42.6741189,-82.902901,2014-08-11,08:00:00.000Z
179,4196,2483.03,KY,Severe Storms,"SEVERE STORMS,  FLOODING,  LANDSLIDES,  AND MUDSLIDES",2014-08-18T12:00:01.000Z,37.5473459,-82.7645621,2014-08-18,12:00:01.000Z
180,4197,0.0,NM,Severe Storms,SEVERE STORMS AND FLOODING,2014-07-27T00:00:00.000Z,34.8969052,-107.5817815,2014-07-27,00:00:00.000Z
181,4204,4.547473508864641e-13,NY,Snow,"SEVERE WINTER STORM,  SNOWSTORM,  AND FLOODING",2014-11-17T12:00:00.000Z,42.2234823,-78.6477096,2014-11-17,12:00:00.000Z
182,4209,2658.58,NH,Severe Storms,SEVERE WINTER STORM AND SNOWSTORM,2015-01-26T00:01:00.000Z,43.3312505,-71.0399927,2015-01-26,00:01:00.000Z
183,4210,134885.37,WV,Severe Storms,"SEVERE WINTER STORM,  FLOODING,  LANDSLIDES,  AND MUDSLIDES",2015-03-03T12:00:00.000Z,39.1218129,-80.0135627,2015-03-03,12:00:00.000Z
184,4211,353673.89,TN,Severe Ice Storm,SEVERE WINTER STORM AND FLOODING,2015-02-15T00:01:00.000Z,36.1063226,-84.1849939,2015-02-15,00:01:00.000Z
185,4213,34592.35,CT,Severe Storms,SEVERE WINTER STORM AND SNOWSTORM,2015-01-26T00:01:00.000Z,41.818446,-72.3562252,2015-01-26,00:01:00.000Z
186,4214,119947.68,MA,Severe Storms,"SEVERE WINTER STORM,  SNOWSTORM,  AND FLOODING",2015-01-26T00:01:00.000Z,41.3926378,-70.642011,2015-01-26,00:01:00.000Z
