,year,date,mag,lat,lon
723,2011,2011-01-09,1,27.7107,-97.9663
733,2011,2011-03-31,1,27.8716,-82.8509
736,2011,2011-03-31,1,27.8983,-82.6935
738,2011,2011-05-13,0,29.2061,-90.0433
741,2011,2011-05-13,0,29.35,-89.53
743,2011,2011-08-25,0,28.574,-96.565
747,2011,2011-09-17,1,27.8685,-97.9442
750,2012,2012-01-09,0,29.3492,-95.5771
753,2012,2012-01-09,0,29.2654,-95.44
759,2012,2012-01-09,0,29.2827,-95.4356
761,2012,2012-01-26,0,29.3038,-89.3808
764,2012,2012-03-20,0,28.881,-97.7177
771,2012,2012-03-29,0,26.5939,-97.6976
775,2012,2012-04-16,1,27.8748,-97.3063
778,2012,2012-04-16,0,27.92,-97.26
780,2012,2012-04-16,0,27.92,-97.23
785,2012,2012-04-16,0,27.294,-97.705
791,2012,2012-04-16,0,27.2504,-97.7776
794,2012,2012-04-20,0,26.4561,-97.7806
797,2012,2012-04-20,0,26.1202,-97.73299999999999
803,2012,2012-05-08,0,27.7364,-97.3628
808,2012,2012-05-09,1,29.2206,-90.0237
812,2012,2012-05-10,0,27.4215,-97.9125
815,2012,2012-05-10,0,29.1098,-97.912
818,2012,2012-05-10,0,28.647,-98.09899999999999
822,2012,2012-05-10,0,28.6193,-98.035
826,2012,2012-05-10,0,28.65,-98.0247
834,2012,2012-05-10,0,28.6756,-98.022
836,2012,2012-05-10,0,28.0908,-98.0255
841,2012,2012-05-10,0,27.7528,-97.4795
846,2012,2012-05-10,1,28.0014,-97.4671
848,2012,2012-05-10,0,28.1392,-97.2858
853,2012,2012-05-10,0,28.1961,-97.0014
857,2012,2012-05-11,0,26.1367,-97.6165
860,2012,2012-05-29,0,29.0348,-82.7569
932,2012,2012-06-24,1,27.8783,-82.8437
933,2012,2012-06-24,1,28.2372,-82.715
934,2012,2012-06-24,1,27.7,-82.74
935,2012,2012-07-13,0,29.0995,-90.1936
936,2012,2012-09-29,0,29.338,-97.0655
937,2012,2012-09-29,0,28.6179,-96.6423
938,2013,2013-04-29,0,28.04,-97.38
939,2013,2013-04-29,0,28.0958,-97.38
940,2013,2013-04-29,0,28.4207,-97.1312
941,2013,2013-05-25,0,29.3427,-98.1209
942,2013,2013-05-25,0,28.8719,-96.9825
943,2013,2013-06-02,0,27.6816,-97.5303
944,2013,2013-06-06,0,27.736,-82.71
945,2013,2013-06-19,0,29.2373,-89.9918
946,2013,2013-06-25,0,27.719,-82.7337
947,2013,2013-10-18,0,27.54,-97.77
948,2013,2013-10-21,0,27.4276,-97.8
1878,2011,2011-01-17,0,28.49,-80.865
1880,2011,2011-01-25,0,27.4391,-81.3698
1882,2011,2011-01-25,0,26.3459,-80.1321
1885,2011,2011-03-10,0,25.7508,-80.2048
1887,2011,2011-04-26,0,27.3068,-80.4201
1888,2011,2011-08-02,1,26.2,-80.25
1891,2011,2011-09-19,0,28.569000000000003,-81.2689
1892,2011,2011-10-18,0,26.9813,-81.086
1894,2011,2011-10-18,0,27.1045,-80.9425
1896,2011,2011-10-18,0,27.0512,-80.482
1898,2011,2011-10-18,0,27.5606,-80.3659
1900,2011,2011-10-18,2,26.1228,-80.3292
1903,2011,2011-10-29,0,27.105,-80.1599
1904,2011,2011-10-29,0,27.1087,-80.1502
1907,2012,2012-05-08,0,27.334,-80.443
1909,2012,2012-05-28,0,27.287,-80.3072
1911,2012,2012-06-01,0,27.2902,-80.7899
1912,2012,2012-06-24,0,26.84,-81.52
1914,2012,2012-06-24,0,27.04,-81.36
1915,2012,2012-06-24,0,26.634,-80.0645
1917,2012,2012-06-24,0,26.697,-80.068
1919,2012,2012-06-24,0,25.965999999999998,-80.118
1921,2012,2012-06-24,0,26.92,-81.34
1923,2012,2012-06-24,1,27.27,-81.44
1925,2012,2012-06-24,0,27.6694,-80.8961
1927,2012,2012-06-24,0,28.1035,-80.876
1929,2012,2012-06-24,0,28.5314,-80.8614
1930,2012,2012-06-26,0,27.2714,-81.023
1932,2012,2012-07-12,0,26.8397,-81.1282
1935,2012,2012-07-17,0,27.5215,-80.3856
1966,2012,2012-08-27,0,28.2707,-81.2232
1967,2012,2012-08-27,0,27.6256,-80.4956
1968,2012,2012-12-10,1,28.9112,-80.8675
1969,2012,2012-12-10,0,28.9386,-80.832
1970,2013,2013-02-14,0,26.513,-80.0771
1971,2013,2013-04-05,0,24.6352,-81.3474
1972,2013,2013-04-14,0,28.3771,-80.7388
1973,2013,2013-04-14,0,28.273000000000003,-80.7507
1974,2013,2013-04-30,0,26.5811,-80.0376
1975,2013,2013-05-02,0,26.3754,-80.0834
1976,2013,2013-06-06,0,26.6734,-80.6706
1977,2013,2013-06-06,1,26.78,-80.247
1978,2013,2013-06-06,0,26.2184,-80.4419
1979,2013,2013-07-19,0,26.2358,-80.0883
1980,2013,2013-07-23,0,26.0874,-80.1748
1981,2013,2013-09-16,0,26.399,-80.0774
1982,2013,2013-10-01,0,18.3349,-67.1876
2795,2011,2011-06-30,1,26.1184,-98.1937
2798,2011,2011-07-13,0,31.8677,-106.76
2802,2011,2011-07-19,0,29.35,-99.1832
2804,2011,2011-07-24,0,34.52,-110.08
2810,2011,2011-09-01,0,34.87,-110.12
2813,2011,2011-10-09,1,29.366,-98.632
2816,2012,2012-03-19,2,29.144000000000002,-98.94200000000001
2818,2012,2012-03-19,1,29.182,-98.84100000000001
2822,2012,2012-03-19,2,29.245,-98.76100000000001
2920,2012,2012-05-09,0,31.41,-110.939
2924,2012,2012-05-10,0,28.526,-99.3947
2930,2012,2012-05-10,0,28.5864,-98.2658
2934,2012,2012-05-10,0,28.6276,-98.2782
2938,2012,2012-05-10,0,28.62,-98.169
2942,2012,2012-05-10,0,28.4035,-98.2557
2944,2012,2012-05-10,0,28.0788,-98.32799999999999
2946,2012,2012-05-10,0,27.078000000000003,-98.8846
2947,2012,2012-05-13,1,34.0922,-107.277
2948,2012,2012-06-12,1,34.2418,-103.531
2950,2012,2012-06-12,0,33.9607,-103.336
2952,2012,2012-07-05,0,34.03,-106.87
2954,2012,2012-08-12,0,33.7689,-117.198
2956,2012,2012-09-09,0,33.78,-117.23
2958,2013,2013-04-13,0,30.3006,-103.775
2960,2013,2013-06-14,0,29.33,-99.73
2962,2013,2013-08-18,0,34.7524,-117.323
3560,2011,2011-01-25,0,28.873,-82.03200000000001
3565,2011,2011-01-25,0,27.4602,-82.1379
3570,2011,2011-01-25,0,27.41,-81.7
3576,2011,2011-01-25,0,27.46,-81.89
3584,2011,2011-01-25,0,26.7159,-81.5996
3589,2011,2011-03-30,1,28.7367,-82.0988
3596,2011,2011-03-31,0,28.0953,-82.6325
3605,2011,2011-03-31,0,28.14,-82.508
3613,2011,2011-03-31,0,28.198,-82.05
3618,2011,2011-03-31,1,27.8766,-82.5025
3634,2011,2011-03-31,1,27.9013,-82.4126
3642,2011,2011-03-31,1,27.9858,-82.0226
3649,2011,2011-03-31,0,27.9086,-81.9827
3657,2011,2011-07-07,0,28.2088,-82.1615
3663,2011,2011-08-05,0,28.87,-81.71
3668,2012,2012-01-27,1,26.998,-82.02799999999999
3674,2012,2012-04-06,0,26.168000000000003,-81.8121
3679,2012,2012-06-23,0,26.11,-81.747
3686,2012,2012-06-23,0,26.274,-81.789
3690,2012,2012-06-24,0,27.4,-81.78
3698,2012,2012-06-24,0,25.761999999999997,-81.641
3705,2012,2012-06-24,0,26.162,-81.542
3711,2012,2012-06-24,0,26.37,-81.55
3862,2012,2012-06-24,0,28.1506,-82.3747
3864,2012,2012-06-24,0,27.96,-81.68
3866,2012,2012-06-24,2,27.95,-81.68
3868,2012,2012-06-24,0,28.4849,-81.6609
3870,2012,2012-06-24,1,28.7,-82.47
3872,2012,2012-08-27,0,27.9397,-82.434
3874,2012,2012-12-10,0,28.6255,-81.6247
3877,2013,2013-02-26,0,27.9373,-82.4552
3879,2013,2013-06-06,0,27.026999999999997,-82.414
3882,2013,2013-06-06,0,26.752,-81.764
3885,2013,2013-06-06,0,27.334,-82.15799999999999
3887,2013,2013-06-06,0,27.705,-82.345
3891,2013,2013-06-24,0,27.8671,-82.6141
3894,2013,2013-07-01,0,28.0209,-82.6655
3897,2013,2013-07-09,0,27.523000000000003,-82.595
3900,2013,2013-07-15,0,27.4229,-82.4158
3904,2013,2013-10-08,0,27.8309,-82.5168
4484,2011,2011-03-19,0,33.9016,-101.764
4486,2011,2011-08-06,0,34.5894,-100.448
4488,2012,2012-01-24,0,30.0675,-100.398
4491,2012,2012-04-07,0,32.11,-101.03
4493,2012,2012-04-07,0,32.09,-101.03
4495,2012,2012-04-07,0,31.69,-101.13
4497,2012,2012-04-07,0,31.65,-101.2
4498,2012,2012-04-28,0,32.98,-100.42
4500,2012,2012-04-30,0,34.7451,-100.22
4534,2012,2012-05-30,0,34.0114,-100.28399999999999
4536,2012,2012-05-30,0,34.0009,-100.28299999999999
4538,2012,2012-05-30,0,34.0018,-100.281
4540,2012,2012-05-30,0,33.9634,-100.29700000000001
4544,2012,2012-05-30,0,34.0393,-100.45299999999999
4546,2012,2012-06-04,0,33.63,-101.27
4548,2012,2012-10-12,0,34.032,-101.70299999999999
4551,2012,2012-12-14,0,34.91,-100.78
4554,2013,2013-04-01,1,34.4319,-101.225
4557,2013,2013-05-08,0,33.35,-100.48
4559,2013,2013-05-23,0,34.1,-101.32
4560,2013,2013-05-23,0,34.11,-101.2
4561,2013,2013-05-23,0,33.9935,-101.165
4562,2013,2013-05-23,1,33.48,-100.66
4563,2013,2013-05-23,0,32.86,-100.45
4564,2013,2013-05-29,0,34.38,-100.99
4565,2013,2013-05-29,0,34.3759,-100.90899999999999
5659,2011,2011-04-21,0,30.4725,-102.678
5666,2011,2011-04-21,0,30.57,-102.677
5673,2011,2011-04-21,2,30.2045,-102.445
5679,2011,2011-04-26,0,34.03,-102.8
5684,2011,2011-08-25,0,33.5042,-101.955
5690,2012,2012-03-18,2,32.0282,-102.339
5695,2012,2012-06-12,1,32.3939,-102.814
5699,2012,2012-10-12,0,33.942,-101.796
5705,2013,2013-04-30,0,33.4475,-101.85799999999999
5711,2013,2013-05-28,0,34.7897,-102.961
5716,2013,2013-06-19,2,33.4805,-102.561
5722,2013,2013-08-01,0,33.6621,-101.835
5730,2013,2013-08-01,0,33.6804,-101.825
5732,2013,2013-08-07,0,33.529,-102.02
5735,2013,2013-08-14,0,33.94,-101.9
6477,2011,2011-04-20,0,30.49,-99.86
6480,2011,2011-04-21,1,32.5697,-99.9799
6483,2011,2011-04-21,0,32.58,-99.91
6484,2011,2011-04-23,0,31.98,-98.74
6487,2011,2011-04-24,0,32.4844,-99.4016
6489,2011,2011-04-24,0,32.68,-99.12
6491,2011,2011-04-24,0,32.34,-99.63
6494,2011,2011-04-24,0,32.4444,-99.41799999999999
6497,2011,2011-04-24,0,32.4977,-99.3851
6500,2011,2011-04-24,0,32.4821,-99.381
6503,2011,2011-04-24,0,31.9286,-99.5701
6506,2011,2011-05-19,0,34.8845,-98.87
6509,2011,2011-05-19,0,34.2016,-99.0534
6511,2011,2011-06-20,0,32.95,-98.72
6514,2011,2011-11-07,4,34.33,-99.22
6516,2011,2011-11-07,0,34.4566,-99.14
6519,2011,2011-11-07,0,34.525999999999996,-99.01899999999999
6522,2011,2011-11-07,0,34.66,-98.904
6525,2011,2011-11-07,0,34.726,-98.836
6528,2011,2011-11-07,0,34.883,-98.675
6530,2012,2012-01-25,0,29.4556,-98.6645
6532,2012,2012-03-18,0,34.9,-99.6647
6537,2012,2012-04-13,0,34.7595,-99.3051
6538,2012,2012-04-13,0,34.7493,-99.2926
6540,2012,2012-04-13,0,34.78,-99.2067
6645,2012,2012-04-13,0,34.8598,-98.8575
6647,2012,2012-04-13,0,34.8555,-98.87
6649,2012,2012-04-13,1,34.8495,-98.8949
6651,2012,2012-05-30,0,33.87,-99.95
6653,2012,2012-05-30,0,31.58,-99.86
6654,2012,2012-05-30,0,31.54,-99.84
6655,2012,2012-05-30,0,31.41,-99.75
6656,2013,2013-04-17,0,34.17,-98.98
6657,2013,2013-04-17,0,34.2,-98.97
6658,2013,2013-04-17,1,34.2688,-98.8032
6659,2013,2013-05-09,0,34.66,-98.95
6660,2013,2013-05-09,0,34.5197,-99.3905
6661,2013,2013-05-17,0,32.99,-98.81
6662,2013,2013-05-17,1,32.999,-98.78399999999999
6663,2013,2013-05-20,0,31.86,-99.01
6664,2013,2013-05-20,1,31.83,-98.79
6665,2013,2013-05-20,0,31.73,-98.78
7680,2011,2011-04-25,0,32.3341,-97.9994
7683,2011,2011-04-25,0,32.3304,-97.9542
7686,2011,2011-04-25,0,32.2803,-97.7456
7689,2011,2011-04-25,0,32.2952,-97.5724
7692,2011,2011-04-25,0,32.2778,-97.5066
7694,2011,2011-05-11,0,32.7477,-97.4764
7699,2011,2011-05-19,0,34.89,-98.4129
7700,2011,2011-05-21,0,31.48,-98.0576
7704,2011,2011-05-21,0,30.7635,-97.8372
7706,2011,2011-05-22,0,33.3108,-98.0409
7709,2011,2011-05-24,0,33.6795,-97.5054
7712,2011,2011-05-24,0,33.8632,-97.6434
7713,2011,2011-05-24,0,32.9177,-97.6105
7717,2011,2011-05-24,0,32.88,-97.49
7720,2011,2011-11-07,0,34.907,-98.64200000000001
7724,2012,2012-01-25,1,30.3221,-97.6536
7726,2012,2012-03-19,0,29.535,-98.412
7729,2012,2012-03-19,0,29.488000000000003,-98.37700000000001
7733,2012,2012-10-13,1,34.1942,-97.5205
7738,2013,2013-04-17,0,34.58,-98.5633
7743,2013,2013-05-15,0,33.814,-97.881
7747,2013,2013-05-15,0,31.655,-98.58
7751,2013,2013-05-15,0,32.771,-98.072
7757,2013,2013-05-15,1,33.845,-97.68299999999999
7765,2013,2013-05-15,1,33.434,-97.89
7855,2013,2013-05-15,1,32.747,-98.0302
7859,2013,2013-05-15,0,33.841,-97.589
7862,2013,2013-05-15,0,32.72,-97.94200000000001
7865,2013,2013-05-15,0,33.408,-97.6719
7868,2013,2013-05-15,0,32.639,-97.806
7871,2013,2013-05-15,4,32.412,-97.75399999999999
7874,2013,2013-05-15,0,32.566,-97.675
7877,2013,2013-05-15,1,32.356,-97.633
7880,2013,2013-05-15,0,32.555,-97.664
7884,2013,2013-05-15,0,31.511999999999997,-98.135
7887,2013,2013-05-15,0,31.502,-98.145
7889,2013,2013-05-20,0,34.5564,-97.9129
7890,2013,2013-05-20,1,34.5965,-97.9331
7893,2013,2013-05-20,0,33.798,-97.931
7896,2013,2013-05-20,0,31.677,-98.485
7897,2013,2013-05-25,0,29.5498,-98.3479
7899,2013,2013-05-30,0,34.565,-97.501
8586,2011,2011-04-11,1,32.2702,-97.4159
8588,2011,2011-04-11,1,32.4143,-97.23299999999999
8591,2011,2011-04-14,1,34.1301,-96.7901
8595,2011,2011-04-14,0,34.1731,-96.5835
8597,2011,2011-04-22,0,34.8645,-97.0663
8600,2011,2011-04-22,1,34.87,-97.0324
8602,2011,2011-04-22,0,34.8409,-97.0099
8605,2011,2011-04-25,0,32.146,-97.1435
8608,2011,2011-04-25,0,32.2055,-96.7985
8610,2011,2011-04-25,0,31.7923,-96.637
8613,2011,2011-04-26,0,31.6906,-97.042
8616,2011,2011-04-26,0,31.5763,-96.8648
8619,2011,2011-04-26,0,31.3529,-96.5615
8623,2011,2011-05-11,0,33.5605,-97.021
8626,2011,2011-05-21,0,34.5211,-97.0025
8627,2011,2011-05-21,1,34.56,-96.8336
8629,2011,2011-05-21,0,34.7805,-96.8949
8631,2011,2011-05-21,0,34.7867,-96.8565
8634,2011,2011-05-21,1,34.8009,-96.8202
8637,2011,2011-05-24,1,34.251999999999995,-96.76
8639,2011,2011-05-24,0,33.5088,-97.2695
8642,2011,2011-05-24,0,33.0814,-97.4511
8645,2011,2011-05-24,2,33.1359,-97.1911
8648,2011,2011-05-24,1,32.8291,-96.9811
8651,2011,2011-05-24,0,32.6709,-96.6841
8653,2012,2012-01-25,0,29.8544,-97.3407
8657,2012,2012-01-25,1,30.4506,-96.73
8660,2012,2012-04-03,1,32.4361,-97.3581
8705,2012,2012-04-03,2,32.492,-96.8595
8708,2012,2012-04-03,0,32.5375,-97.2825
8711,2012,2012-04-03,2,32.6306,-97.2194
8714,2012,2012-04-03,0,32.7773,-96.6908
8717,2012,2012-04-03,0,32.7725,-97.0623
8720,2012,2012-04-03,0,32.8566,-96.9847
8723,2012,2012-04-03,0,32.9469,-96.9936
8726,2012,2012-04-03,0,33.1582,-97.1376
8729,2012,2012-04-03,0,32.7982,-96.6156
8732,2012,2012-05-10,2,29.6992,-96.7935
8735,2012,2012-10-13,0,30.4024,-96.95700000000001
8738,2013,2013-05-15,0,34.7805,-96.7083
8740,2013,2013-05-15,3,32.255,-97.495
8744,2013,2013-05-15,0,32.311,-97.29700000000001
8746,2013,2013-05-15,1,32.325,-96.631
8750,2013,2013-07-26,0,33.943000000000005,-96.73100000000001
8753,2013,2013-10-12,0,33.359,-97.0985
9222,2011,2011-02-01,0,31.6396,-93.4925
9229,2011,2011-04-04,1,33.675,-94.096
9233,2011,2011-04-04,1,33.701,-93.586
9239,2011,2011-04-04,2,33.865,-93.521
9247,2011,2011-04-04,1,33.195,-93.889
9252,2011,2011-04-04,1,33.834,-93.1313
9258,2011,2011-04-04,1,33.281,-93.383
9262,2011,2011-04-15,1,34.6206,-92.98
9270,2011,2011-04-24,1,34.2801,-94.0475
9279,2011,2011-04-25,0,33.6304,-93.7993
9289,2011,2011-04-25,1,34.4975,-93.9936
9297,2011,2011-04-25,1,34.7201,-93.1026
9304,2011,2011-04-25,1,34.2911,-93.5089
9311,2011,2011-04-25,2,34.454,-93.3165
9319,2011,2011-04-25,1,34.2416,-93.7019
9325,2011,2011-04-25,2,34.5066,-93.302
9330,2011,2011-04-25,3,34.5903,-93.039
9339,2011,2011-04-25,1,33.9666,-93.5451
9344,2011,2011-04-26,0,32.4959,-94.1545
9349,2011,2011-04-26,0,32.6377,-93.7481
9357,2011,2011-04-26,2,32.0988,-94.0643
9366,2011,2011-04-26,1,32.494,-93.295
9374,2011,2011-04-26,1,32.1878,-93.3254
9381,2011,2011-04-26,2,31.6199,-93.6951
9390,2011,2011-04-26,1,31.616999999999997,-93.406
9394,2011,2011-05-25,0,31.689,-93.03200000000001
9403,2011,2011-08-14,0,30.2487,-93.7695
9410,2011,2011-11-08,2,32.036,-93.9509
9418,2011,2011-11-08,0,32.3379,-93.6137
9427,2011,2011-11-08,0,32.461999999999996,-93.29
9439,2011,2011-11-08,0,32.508,-93.24600000000001
9448,2011,2011-11-08,1,30.6,-93.87
9455,2011,2011-11-08,1,31.448,-93.318
9462,2011,2011-12-20,1,30.4493,-93.4417
9470,2012,2012-01-25,0,30.75,-94.02
9481,2012,2012-01-25,1,30.6494,-93.9221
9492,2012,2012-01-25,0,31.1,-93.54
9500,2012,2012-01-25,0,31.428,-93.31700000000001
9508,2012,2012-01-25,0,31.0,-93.19
9519,2012,2012-01-25,1,30.26,-93.31
9527,2012,2012-02-04,1,30.7954,-93.3441
9535,2012,2012-03-11,0,31.5734,-94.1269
9544,2012,2012-03-20,0,31.6453,-93.5389
9556,2012,2012-03-20,0,31.7434,-93.0481
9566,2012,2012-04-02,1,30.8345,-93.7514
9576,2012,2012-04-03,0,32.965,-93.991
9585,2012,2012-06-30,0,29.7876,-93.69
9592,2012,2012-07-20,1,30.19,-93.15
9598,2012,2012-07-20,0,30.1553,-93.0636
9607,2012,2012-11-11,0,32.76,-93.84
9612,2012,2012-12-25,0,31.2219,-93.1282
9620,2013,2013-01-12,1,32.1843,-93.5888
9627,2013,2013-02-18,0,31.9255,-93.685
9634,2013,2013-02-18,0,33.3151,-93.7549
9641,2013,2013-02-18,0,32.7369,-93.8867
9647,2013,2013-02-18,0,32.72,-93.8347
9653,2013,2013-02-21,1,31.3157,-93.9751
9661,2013,2013-02-21,1,31.325,-93.111
9666,2013,2013-04-27,1,32.38,-93.0949
9671,2013,2013-05-09,0,30.6825,-93.4706
9676,2013,2013-05-10,0,30.0176,-93.1707
9684,2013,2013-05-16,1,32.4911,-94.1534
9690,2013,2013-05-16,1,32.4636,-94.0565
9866,2013,2013-05-16,1,32.4468,-93.9625
9871,2013,2013-05-16,0,32.3345,-93.8128
9874,2013,2013-05-30,2,34.6017,-93.8294
9875,2013,2013-05-30,1,34.211999999999996,-93.568
9879,2013,2013-05-30,2,34.2834,-93.4865
9882,2013,2013-05-30,1,34.602,-93.264
9886,2013,2013-05-30,1,34.4672,-93.3209
9891,2013,2013-05-30,1,34.4496,-93.8027
9894,2013,2013-07-27,1,32.22,-93.45
9898,2013,2013-10-31,1,30.8447,-93.9826
9901,2013,2013-10-31,1,30.039,-93.87100000000001
9904,2013,2013-10-31,1,30.343000000000004,-93.44200000000001
9907,2013,2013-10-31,0,30.4829,-93.2413
9909,2013,2013-10-31,1,30.4171,-93.2437
9910,2013,2013-10-31,0,30.515,-93.0837
9911,2013,2013-10-31,0,30.1595,-93.2959
9913,2013,2013-12-21,1,30.6953,-94.0208
10732,2011,2011-03-08,0,33.6057,-95.7824
10736,2011,2011-04-11,1,32.7721,-96.4716
10740,2011,2011-04-11,1,32.9888,-96.1126
10744,2011,2011-04-14,1,34.6166,-96.5468
10749,2011,2011-04-14,1,34.8108,-95.664
10754,2011,2011-04-14,3,34.2923,-96.2509
10759,2011,2011-04-14,1,34.3366,-96.2186
10764,2011,2011-04-14,0,34.4298,-95.8903
10770,2011,2011-04-14,0,34.4402,-95.7424
10774,2011,2011-04-14,1,34.4419,-95.7417
10775,2011,2011-04-14,2,34.5092,-95.5091
10781,2011,2011-04-14,1,34.3391,-96.0804
10786,2011,2011-04-14,1,34.5254,-95.8314
10792,2011,2011-04-14,1,34.6365,-95.4727
10796,2011,2011-04-14,1,34.5284,-95.74
10800,2011,2011-04-14,1,34.5134,-95.7228
10807,2011,2011-04-14,0,34.685,-95.3778
10816,2011,2011-04-14,0,33.5969,-95.9213
10820,2011,2011-04-25,0,31.7919,-96.4904
10825,2011,2011-04-25,0,31.6882,-96.24600000000001
10829,2011,2011-04-25,0,31.5904,-95.8242
10834,2011,2011-04-25,1,31.2954,-95.5022
10838,2011,2011-04-26,0,32.3655,-96.2048
10842,2011,2011-04-26,1,32.4313,-95.7028
10848,2011,2011-04-26,0,32.3666,-96.1644
10852,2011,2011-04-26,0,32.3896,-95.9557
10857,2011,2011-04-26,0,32.1756,-96.4225
10860,2011,2011-04-26,1,31.5313,-96.5381
10864,2011,2011-04-26,0,31.5003,-96.3661
10866,2011,2011-04-30,0,32.7078,-95.4021
10868,2011,2011-05-24,0,32.5755,-96.1109
10870,2012,2012-01-09,0,29.666,-95.8121
10919,2012,2012-01-09,1,29.6756,-95.6565
10922,2012,2012-01-25,0,30.2318,-96.3729
10925,2012,2012-01-25,0,30.9667,-95.9702
10927,2012,2012-01-25,0,30.7241,-95.5765
10930,2012,2012-01-25,0,30.7247,-95.5659
10932,2012,2012-02-03,1,30.49,-96.47
10935,2012,2012-02-03,2,30.522,-96.4313
10940,2012,2012-04-03,0,33.1215,-95.8967
10942,2012,2012-04-03,0,33.0425,-95.7136
10944,2012,2012-04-03,3,32.7495,-96.47
10946,2012,2012-04-03,0,33.1837,-95.5946
10947,2012,2012-04-03,2,32.878,-96.3286
10950,2012,2012-04-03,0,33.0361,-96.1358
10952,2012,2012-04-03,0,33.0095,-95.3556
10954,2012,2012-06-13,0,33.5045,-96.2504
10956,2013,2013-01-29,0,32.6993,-95.5502
10958,2013,2013-05-20,1,34.4479,-96.2849
11214,2011,2011-02-01,1,32.291,-94.6588
11217,2011,2011-03-08,1,33.63,-95.182
11221,2011,2011-04-14,1,34.7298,-95.1245
11225,2011,2011-04-14,0,34.4545,-94.6623
11228,2011,2011-04-14,0,34.16,-95.05
11230,2011,2011-04-14,1,34.5614,-94.2533
11233,2011,2011-04-14,0,34.17,-94.73200000000001
11240,2011,2011-04-19,0,34.5345,-95.03
11244,2011,2011-04-19,1,34.532,-94.9631
11249,2011,2011-04-19,0,34.5823,-94.5823
11254,2011,2011-04-19,0,34.5734,-94.5407
11259,2011,2011-04-25,0,33.9714,-94.7912
11266,2011,2011-04-25,1,32.0886,-95.2134
11271,2011,2011-04-25,0,34.0454,-94.5812
11277,2011,2011-04-25,0,33.9026,-94.4111
11281,2011,2011-04-25,1,31.4568,-95.0273
11284,2011,2011-04-25,1,31.2257,-95.0749
11287,2011,2011-04-25,0,31.3924,-94.7956
11290,2011,2011-04-25,0,30.8333,-95.0827
11293,2011,2011-04-26,1,32.2848,-94.65799999999999
11296,2011,2011-04-26,0,32.6302,-95.3479
11300,2011,2011-04-26,2,32.4312,-94.3534
11305,2011,2011-04-26,1,34.3003,-94.3442
11311,2011,2011-04-26,0,32.375,-95.3216
11316,2011,2011-04-30,0,32.8596,-95.05
11321,2011,2011-04-30,0,32.9857,-94.641
11326,2011,2011-05-20,0,33.847,-95.12200000000001
11329,2011,2011-05-20,0,32.601,-94.473
11333,2011,2011-05-24,0,34.6942,-95.0378
11338,2011,2011-05-24,2,34.8256,-94.7248
11346,2011,2011-05-25,0,30.3,-95.09
11351,2011,2011-05-25,0,30.11,-94.85
11354,2011,2011-06-21,0,31.941,-94.355
11359,2011,2011-06-21,0,31.783,-94.35700000000001
11365,2011,2011-10-12,0,30.3097,-94.9875
11368,2011,2011-11-08,1,30.0536,-95.1519
11374,2011,2011-11-08,1,33.9511,-95.1416
11381,2011,2011-11-08,1,31.836,-94.7696
11388,2011,2011-11-08,0,31.9182,-94.7401
11395,2011,2011-11-08,0,29.427,-94.9734
11399,2011,2011-11-15,0,30.4207,-95.2025
11405,2011,2011-11-21,0,33.8887,-94.4157
11410,2012,2012-01-09,0,29.406999999999996,-95.0294
11418,2012,2012-01-25,1,31.912,-94.69200000000001
11424,2012,2012-01-25,0,32.006,-94.632
11433,2012,2012-01-25,0,29.5691,-95.2846
11439,2012,2012-01-25,0,30.46,-94.43
11444,2012,2012-01-25,0,30.5388,-94.1903
11449,2012,2012-04-03,0,33.347,-95.212
11453,2012,2012-04-03,0,33.465,-95.056
11458,2012,2012-04-03,0,33.411,-94.70200000000001
11463,2012,2012-04-11,0,32.0995,-94.9101
11469,2012,2012-04-11,0,31.9918,-94.7454
11475,2012,2012-08-21,0,29.6681,-94.8788
11478,2012,2012-12-25,3,31.1613,-95.3208
11485,2012,2012-12-25,0,31.2131,-95.1956
11490,2013,2013-02-10,0,30.706999999999997,-94.87100000000001
11496,2013,2013-02-18,1,30.4897,-94.9543
11500,2013,2013-02-18,0,32.3099,-94.7978
11550,2013,2013-02-18,0,32.319,-94.7338
11553,2013,2013-02-18,0,32.3047,-94.6639
11556,2013,2013-02-18,0,32.0183,-94.921
11560,2013,2013-02-18,1,31.9662,-94.7597
11562,2013,2013-02-18,0,32.2991,-94.4192
11565,2013,2013-02-18,0,31.9619,-94.663
11567,2013,2013-02-18,0,32.2831,-94.3466
11571,2013,2013-02-18,0,31.9279,-94.5935
11572,2013,2013-02-18,0,32.2893,-94.2826
11573,2013,2013-02-18,1,31.9243,-94.5265
11575,2013,2013-02-18,0,32.2578,-94.2343
11578,2013,2013-02-18,0,31.9097,-94.397
11580,2013,2013-05-30,1,34.6241,-94.3696
11582,2013,2013-05-30,2,34.3652,-94.4992
11585,2013,2013-05-30,1,34.2776,-94.3015
11590,2013,2013-12-21,1,30.7418,-94.4977
11597,2013,2013-12-21,1,30.7867,-94.2042
12411,2011,2011-02-24,1,34.7782,-92.8653
12416,2011,2011-02-24,1,34.7304,-92.0772
12420,2011,2011-02-24,1,34.7708,-91.9045
12426,2011,2011-03-05,0,30.1088,-92.8309
12427,2011,2011-03-05,0,30.1542,-92.7322
12431,2011,2011-03-05,0,30.2344,-92.4003
12435,2011,2011-03-05,2,30.219,-92.3142
