,year,date,mag,lat,lon
54947,2013,2013-09-01,0,42.3305,-72.3534
54953,2013,2013-09-11,0,46.473,-68.967
54959,2013,2013-09-11,0,48.7905,-94.9811
55693,2011,2011-05-20,1,46.6642,-105.3
55697,2011,2011-05-22,0,48.73,-101.71
55703,2011,2011-05-27,0,46.58,-122.89
55708,2011,2011-06-07,0,46.8797,-102.338
55714,2011,2011-06-12,0,46.303999999999995,-102.387
55717,2011,2011-06-12,0,46.95,-101.26
55722,2011,2011-06-12,0,46.8852,-101.29799999999999
55727,2011,2011-06-12,2,46.283,-101.916
55733,2011,2011-06-20,0,47.5996,-102.1
55738,2011,2011-06-20,0,46.7812,-101.425
55746,2011,2011-06-29,0,48.0671,-107.111
55752,2011,2011-06-29,1,48.5279,-107.33
55757,2011,2011-07-08,0,47.11,-102.77
55762,2011,2011-07-08,0,47.29,-102.12
55766,2011,2011-07-08,0,47.2755,-101.8
55771,2011,2011-07-08,0,46.42,-100.64
55776,2011,2011-07-08,0,47.47,-101.14
55781,2011,2011-07-16,1,47.273,-100.53
55785,2011,2011-07-22,0,46.63,-101.57
55789,2011,2011-07-22,0,47.59,-103.26
55798,2011,2011-07-22,0,46.8736,-103.205
55889,2011,2011-07-22,0,46.7,-103.09
55894,2011,2011-07-22,0,46.94,-101.65
55895,2011,2011-07-29,0,47.7205,-104.81
55906,2011,2011-08-09,0,46.03,-110.71
55908,2011,2011-09-01,0,47.7763,-114.042
55913,2011,2011-10-05,0,47.233000000000004,-117.766
55917,2012,2012-05-22,0,48.9832,-103.59200000000001
55921,2012,2012-05-22,0,48.34,-102.03
55927,2012,2012-06-05,1,46.5378,-110.85799999999999
55932,2012,2012-06-05,0,47.1013,-109.887
55938,2012,2012-06-05,0,48.0388,-109.82
55943,2012,2012-07-21,0,48.82,-103.01
55947,2013,2013-06-03,0,46.5,-104.19
55953,2013,2013-06-03,0,46.17,-103.43
55954,2013,2013-06-03,0,46.67,-103.66
55957,2013,2013-06-03,0,46.15,-102.64
55959,2013,2013-06-25,0,47.9542,-100.93
55960,2013,2013-07-08,0,46.61,-107.87
55962,2013,2013-07-08,1,46.2425,-105.759
55963,2013,2013-07-09,0,46.91,-101.26
55965,2013,2013-07-15,2,48.3511,-105.611
55968,2013,2013-07-21,0,48.36,-100.9
55969,2013,2013-08-30,0,46.8766,-101.48899999999999
55971,2013,2013-09-30,1,47.0847,-122.361
55974,2013,2013-11-04,0,47.971000000000004,-114.072
56181,2011,2011-05-27,0,47.01,-98.01
56187,2011,2011-05-27,0,47.16,-97.88
56193,2011,2011-05-30,2,46.6007,-96.94
56200,2011,2011-05-30,1,46.71,-96.87
56210,2011,2011-05-30,2,46.77,-96.87
56216,2011,2011-05-30,1,46.85,-96.74
56221,2011,2011-05-30,2,46.8749,-96.8725
56227,2011,2011-05-30,1,47.66,-96.81
56234,2011,2011-06-03,1,48.36,-97.87
56241,2011,2011-06-13,0,47.38,-97.93
56250,2011,2011-07-04,0,48.97,-97.27
56259,2011,2011-07-04,0,48.97,-97.18
56264,2011,2011-07-04,0,47.78,-96.49
56269,2011,2011-07-04,0,47.49,-96.77
56274,2011,2011-07-04,1,47.31,-97.11
56282,2011,2011-07-04,0,47.24,-97.07
56293,2011,2011-07-04,2,46.95,-97.14
56301,2011,2011-07-08,0,46.51,-99.77
56308,2011,2011-07-10,2,46.401,-99.792
56318,2011,2011-07-10,0,46.03,-99.39
56322,2011,2011-07-10,1,46.26,-98.84
56332,2011,2011-07-10,0,46.17,-98.59
56340,2011,2011-07-10,0,46.19,-98.16
56345,2011,2011-07-10,2,46.11,-97.95
56354,2011,2011-07-10,1,46.25,-97.42
56359,2011,2011-07-10,1,46.02,-97.11
56367,2011,2011-07-15,1,46.93,-98.03
56376,2011,2011-07-15,1,46.2534,-96.522
56382,2011,2011-07-16,1,47.28,-98.33
56387,2011,2011-07-16,1,47.35,-98.31
56397,2011,2011-07-16,0,47.35,-99.65
56404,2011,2011-07-16,0,47.3923,-99.5787
56412,2011,2011-07-16,0,48.03,-99.27
56420,2011,2011-07-16,0,48.02,-99.06
56433,2011,2011-07-16,0,48.52,-96.84
56443,2011,2011-07-16,0,46.2475,-100.07
56451,2011,2011-07-16,0,47.91,-98.54
56457,2011,2011-07-17,0,47.8298,-99.9086
56467,2011,2011-07-17,1,47.62,-99.14
56476,2011,2011-07-17,0,47.5,-98.7229
56487,2011,2011-07-17,0,47.36,-98.54
56496,2011,2011-07-17,0,47.39,-98.45
56503,2011,2011-07-17,0,47.3422,-98.2589
56508,2011,2011-07-17,0,47.01,-97.51
56518,2011,2011-07-17,3,46.49,-98.63
56528,2011,2011-07-17,0,46.21,-98.43
56540,2011,2011-07-20,1,48.3,-100.0
56550,2012,2012-04-21,0,46.3788,-96.6058
56554,2012,2012-04-21,0,46.82,-96.5
56665,2012,2012-06-03,0,48.54,-97.2
56668,2012,2012-06-03,0,48.31,-97.19
56675,2012,2012-06-03,0,46.95,-98.02
56683,2012,2012-06-03,1,48.22,-97.1
56690,2012,2012-06-20,0,47.82,-97.52
56695,2012,2012-06-20,1,47.76,-97.36
56703,2012,2012-07-12,1,47.71,-97.08
56706,2013,2013-05-31,0,48.42,-97.31
56715,2013,2013-05-31,0,48.44,-97.32
56721,2013,2013-06-04,0,46.43,-97.03
56730,2013,2013-06-20,0,47.05,-98.3
56736,2013,2013-06-25,0,46.65,-96.42
56744,2013,2013-07-12,0,46.06,-97.35
56746,2013,2013-07-21,1,48.44,-98.88
56752,2013,2013-08-06,0,46.47,-97.02
56760,2013,2013-08-06,1,46.37,-96.84
56766,2013,2013-08-31,0,48.63,-97.62
57847,2011,2011-05-22,2,43.4091,-92.4933
57854,2011,2011-05-22,2,41.7916,-92.206
57860,2011,2011-05-22,0,41.5776,-92.0999
57865,2011,2011-05-22,0,42.79,-92.23
57869,2011,2011-05-22,0,45.2374,-92.9426
57920,2011,2011-05-22,1,42.8558,-92.0078
57921,2011,2011-05-22,1,45.6088,-91.6253
57922,2011,2011-05-22,0,42.9631,-91.7316
57924,2011,2011-06-20,1,41.4617,-92.6528
57926,2011,2011-06-21,0,42.0851,-92.4039
57927,2011,2011-07-19,0,45.5276,-92.2175
57929,2012,2012-04-14,1,41.2498,-92.5092
57931,2012,2012-04-14,1,41.17,-92.3392
57933,2012,2012-05-03,2,41.1355,-91.67
57935,2012,2012-05-24,1,42.9661,-91.9604
57937,2012,2012-05-27,0,45.5922,-92.4596
57939,2012,2012-11-10,0,45.0801,-92.9605
57942,2013,2013-05-30,1,41.3677,-91.354
57947,2013,2013-05-31,0,43.1691,-92.7323
57951,2013,2013-06-05,0,44.18,-92.97
57958,2013,2013-06-21,0,45.3259,-92.9915
57961,2013,2013-07-22,0,44.0418,-91.5535
